252,190,74,125
251,189,72,123
250,188,72,123
248,186,74,125
247,184,74,125
245,180,77,130
241,176,80,135
237,171,83,141
233,166,87,147
236,166,83,141
236,164,83,141
237,161,85,144
240,159,85,144
241,157,87,147
243,155,85,144
244,152,87,147
246,149,87,147
245,145,90,153
244,140,94,159
250,142,90,153
252,141,90,153
256,142,87,147
259,142,85,144
258,140,88,150
261,140,88,150
263,139,88,150
262,135,92,156
263,133,94,159
267,135,90,153
268,131,94,159
279,140,94,159
284,143,90,153
287,145,87,147
285,141,90,153
286,139,90,153
286,138,90,153
289,139,87,147
287,135,88,150
285,132,90,153
286,130,88,150
286,127,88,150
287,125,88,150
289,125,85,144
286,122,88,150
285,122,88,150
286,123,87,147
286,123,87,147
284,120,88,150
285,122,87,147
287,123,83,141
284,120,87,147
283,118,88,150
282,117,88,150
284,119,85,144
285,120,83,141
287,121,80,135
287,119,80,135
287,117,80,135
286,115,80,135
285,113,82,138
285,112,78,133
284,110,78,133
284,109,78,133
287,110,77,130
285,108,80,135
285,107,82,138
285,106,83,141
285,106,83,141
286,107,83,141
287,112,80,135
287,117,80,135
286,121,80,135
285,122,83,141
285,124,83,141
287,128,83,141
289,133,82,138
292,139,80,135
298,145,77,130
302,152,74,125
308,158,71,120
309,160,74,125
314,165,72,123
318,169,72,123
321,171,74,125
327,175,72,123
335,178,71,120
341,179,72,123
349,180,72,123
360,180,72,123
370,179,74,125
384,180,71,120
399,181,68,115
410,181,68,115
423,182,66,111
436,183,63,107
451,185,60,102
462,182,62,105
470,179,60,102
476,176,63,107
487,169,66,111
493,169,68,115
461,166,71,120
462,160,74,125
464,156,77,130
465,153,77,130
464,151,75,128
458,148,78,133
454,147,78,133
446,145,80,135
438,142,80,135
464,146,77,130
453,145,78,133
439,142,80,135
395,127,80,135
382,125,82,138
375,124,78,133
362,121,82,138
357,120,78,133
346,115,82,138
338,112,82,138
332,110,82,138
328,108,80,135
325,107,78,133
322,104,78,133
319,102,80,135
319,102,78,133
319,101,78,133
320,101,78,133
320,102,78,133
321,102,78,133
320,103,80,135
321,106,78,133
319,105,82,138
318,108,82,138
317,110,82,138
315,111,85,144
312,116,88,150
313,122,88,150
297,127,92,156
324,136,88,150
319,146,85,144
309,156,83,141
299,165,80,135
291,171,77,130
279,171,80,135
269,169,82,138
261,166,82,138
254,161,82,138
246,154,83,141
239,145,87,147
233,136,88,150
228,127,90,153
221,117,94,159
219,110,94,159
217,102,96,162
213,94,98,165
214,88,98,165
212,78,102,172
213,72,102,172
215,67,102,172
218,63,100,168
218,57,102,172
219,54,100,168
220,54,98,165
218,53,98,165
215,52,100,168
214,54,98,165
212,57,96,162
208,59,96,162
198,57,100,168
193,60,96,162
187,63,94,159
183,65,92,156
181,69,90,153
172,67,94,159
169,70,90,153
166,72,87,147
160,71,85,144
157,73,82,138
148,68,85,144
145,67,83,141
141,65,83,141
139,64,82,138
138,65,80,135
137,64,80,135
138,63,78,133
139,62,77,130
136,59,80,135
140,60,77,130
142,59,75,128
142,57,77,130
144,56,75,128
144,55,77,130
145,55,77,130
142,53,80,135
143,54,80,135
144,54,80,135
145,55,78,133
147,56,75,128
147,59,72,123
145,60,72,123
143,59,75,128
142,59,75,128
141,59,75,128
139,60,77,130
137,60,78,133
136,60,78,133
136,61,77,130
133,60,78,133
130,60,80,135
130,62,78,133
128,62,80,135
130,66,77,130
125,66,80,135
125,69,80,135
123,71,80,135
122,73,80,135
125,77,77,130
124,78,75,128
123,78,75,128
123,80,74,125
122,79,75,128
120,79,77,130
121,82,74,125
122,82,72,123
122,81,72,123
121,80,72,123
120,79,74,125
120,79,74,125
120,78,74,125
120,77,74,125
121,76,74,125
121,75,74,125
122,72,75,128
124,73,72,123
126,73,71,120
127,71,71,120
127,69,72,123
128,69,72,123
131,71,70,118
132,71,70,118
134,70,70,118
136,71,68,115
139,71,67,113
139,69,68,115
142,69,67,113
143,66,70,118
147,68,67,113
147,66,70,118
149,64,71,120
152,64,68,115
157,65,66,111
157,62,68,115
159,60,68,115
163,60,67,113
163,59,68,115
165,56,70,118
168,57,67,113
171,57,64,109
171,54,67,113
173,55,64,109
175,55,63,107
176,55,63,107
177,55,62,105
176,53,64,109
177,53,62,105
178,52,60,102
177,51,62,105
178,51,62,105
177,49,63,107
178,47,63,107
181,48,60,102
183,47,59,100
182,45,62,105
183,45,62,105
187,46,59,100
189,46,59,100
191,47,58,99
192,47,58,99
195,49,57,97
196,50,57,97
198,51,57,97
199,51,57,97
200,52,57,97
200,52,57,97
201,52,57,97
202,52,57,97
203,52,57,97
202,51,58,99
203,51,58,99
203,50,58,99
204,49,59,100
206,51,57,97
207,50,57,97
207,50,57,97
206,49,58,99
207,49,58,99
208,49,57,97
208,49,57,97
208,49,57,97
208,49,57,97
206,48,58,99
205,49,58,99
205,49,58,99
205,50,57,97
205,51,56,95
203,50,58,99
202,50,58,99
203,52,56,95
203,52,56,95
203,52,56,95
203,52,56,95
203,52,56,95
203,51,56,95
204,51,56,95
205,51,56,95
206,51,56,95
207,51,56,95
208,50,57,97
210,50,56,95
212,50,55,93
215,51,54,91
215,49,56,95
217,49,56,95
220,50,54,91
221,49,56,95
222,49,57,97
225,48,57,97
227,47,57,97
229,47,57,97
231,47,57,97
231,44,59,100
233,44,59,100
237,46,57,97
238,44,59,100
241,47,57,97
243,47,58,99
245,48,59,100
247,51,59,100
250,54,59,100
251,56,62,105
254,58,63,107
257,61,63,107
261,63,63,107
266,66,63,107
270,69,64,109
275,74,63,107
280,78,63,107
284,83,66,111
290,90,64,109
295,95,66,111
302,101,64,109
306,105,67,113
309,111,70,118
314,117,71,120
319,124,71,120
322,131,70,118
326,135,71,120
328,141,70,118
330,145,71,120
331,150,70,118
333,155,68,115
333,160,68,115
333,166,66,111
331,167,68,115
329,170,68,115
329,174,67,113
328,180,64,109
327,183,64,109
324,185,66,111
323,188,64,109
322,192,63,107
321,195,64,109
319,198,66,111
319,202,64,109
318,204,66,111
320,207,64,109
319,208,67,113
321,212,66,111
322,213,67,113
322,214,70,118
324,217,70,118
327,218,71,120
329,220,70,118
332,222,70,118
333,222,72,123
335,223,72,123
338,225,71,120
340,226,71,120
340,225,72,123
341,225,72,123
341,225,72,123
341,225,72,123
341,226,72,123
339,225,74,125
339,225,72,123
337,225,72,123
334,225,74,125
332,224,74,125
