1
262.5000,348.5000,227.0000,242.0000,275.6000,225.8000,311.1000,332.3000
264.5022,349.1865,217.2984,246.1965,262.1650,225.6327,309.3687,328.6227
264.9238,349.4988,206.0748,252.0303,249.0501,226.0829,307.8990,323.5515
269.1724,345.9310,197.6724,261.4310,236.4931,228.5827,307.9931,313.0827
267.7705,346.5245,194.9836,259.1803,234.2295,226.4754,307.0164,313.8196
247.1229,344.1324,195.1843,249.6987,240.7121,224.6584,292.6507,319.0922
237.0129,340.1150,187.1192,247.1312,232.1908,222.9464,282.0845,315.9302
222.7877,339.9833,189.4191,238.1214,234.3554,223.4008,267.7240,325.2628
214.4923,337.9592,175.2012,240.5855,223.3298,221.1652,262.6210,318.5389
199.9611,331.5545,172.5729,234.6425,230.7724,218.1948,258.1606,315.1068
205.5065,346.2144,149.1568,249.3633,201.3179,219.0151,257.6676,315.8661
189.2336,334.6423,153.8467,237.3285,215.4306,214.9343,250.8175,312.2481
184.4278,340.8335,159.3783,233.4784,204.7102,222.9009,229.7598,330.2560
194.0994,344.6045,128.4665,258.2455,173.9280,223.6947,239.5608,310.0537
188.9628,337.4005,129.8196,251.3740,172.5995,221.9628,231.7427,307.9894
189.8316,336.6208,120.1323,264.8715,160.4977,225.6594,230.1970,297.4087
189.2728,336.6735,113.3945,268.5379,154.1379,223.1646,230.0161,291.3002
152.9590,334.3481,130.7563,227.3713,181.0249,216.9382,203.2276,323.9150
149.7622,341.2270,115.7514,230.6919,171.5459,213.5243,205.5567,324.0594
145.3855,338.8137,111.7711,227.6273,171.1571,209.6734,204.7715,320.8598
131.0000,330.0000,131.0000,218.0000,208.0000,218.0000,208.0000,330.0000
128.0309,331.1185,126.9016,217.0604,204.0822,216.2962,205.2115,330.3544
127.1003,334.4088,123.6793,218.0977,171.8729,216.6802,175.2939,332.9913
127.9800,338.1400,100.1110,223.5676,149.1807,211.6317,177.0496,326.2041
137.5070,340.4386,91.6862,230.1823,138.0877,210.8986,183.9085,321.1549
143.0774,340.2208,93.0102,228.1656,132.8272,210.3751,182.8943,322.4302
128.7250,340.7898,101.3969,220.5462,142.3281,211.2436,169.6562,331.4872
124.8106,341.4550,93.7785,219.3953,140.1538,207.6050,171.1859,329.6646
122.7615,339.7923,89.5769,218.1154,140.0077,204.3615,173.1923,326.0385
109.7763,331.8335,100.1590,210.0137,168.4439,204.6228,178.0612,326.4426
182.8678,324.9182,100.9490,323.8260,102.4686,209.8596,184.3873,210.9518
184.0535,329.4977,97.5970,325.3008,103.2656,208.5274,189.7221,212.7243
179.5892,328.3457,97.6440,324.4060,103.2127,208.5775,185.1579,212.5172
107.1344,324.5059,96.9826,210.8051,170.8934,204.2059,181.0452,317.9067
118.8832,327.8589,83.2370,216.9595,142.1503,198.0231,177.7965,308.9225
118.4848,331.1783,79.3937,218.2483,135.7900,198.7265,174.8811,311.6565
108.4332,328.9509,90.1856,209.3276,148.1917,200.4792,166.4394,320.1025
103.3211,317.5731,97.9716,203.8955,154.7869,201.2218,160.1364,314.8995
104.0000,309.0000,104.0000,198.0000,158.0000,198.0000,158.0000,309.0000
158.5513,310.0314,104.6889,308.4236,108.0336,196.3741,161.8961,197.9820
107.0000,307.0000,107.0000,194.0000,162.0000,194.0000,162.0000,307.0000
115.2686,307.8184,110.0076,193.8304,168.7593,191.1188,174.0203,305.1068
117.0000,304.0000,117.0000,193.0000,168.0000,193.0000,168.0000,304.0000
122.0000,305.0000,122.0000,193.0000,170.0000,193.0000,170.0000,305.0000
133.5095,308.5789,119.9432,195.5268,176.5284,188.7366,190.0947,301.7887
143.5493,313.7430,115.6782,199.9360,165.6409,187.7002,193.5120,301.5073
148.3143,312.4973,126.4841,194.6141,167.7719,186.9682,189.6021,304.8515
146.9476,311.6070,130.8865,191.1485,177.0655,184.9913,193.1266,305.4498
157.1169,312.9131,122.0578,195.5412,167.1632,182.0681,202.2224,299.4401
160.6177,316.1481,112.6732,201.9273,165.8265,179.6160,213.7710,293.8368
212.2195,300.3914,145.7036,297.2240,151.2172,181.4389,217.7330,184.6064
151.5703,305.4924,106.2171,206.6873,173.0260,176.0209,218.3792,274.8260
153.4493,304.0640,108.2935,207.5240,178.0484,174.8967,223.2043,271.4367
201.3176,299.2426,150.3135,294.6887,160.4828,180.7931,211.4869,185.3470
160.8288,296.2607,153.7626,183.2023,203.3813,180.1011,210.4475,293.1595
179.7465,302.2801,130.3177,205.2532,189.6843,175.0099,239.1131,272.0367
190.3594,300.8925,144.5951,197.0428,196.4561,174.1889,242.2204,278.0385
203.9296,300.9006,147.3507,198.7443,196.0448,171.7752,252.6236,273.9315
207.0853,295.4547,153.7807,195.1165,200.9155,170.0762,254.2201,270.4143
205.3848,293.9011,159.1254,189.4445,207.6035,167.9756,253.8628,272.4322
188.1561,290.5807,168.2128,177.0572,220.8190,167.8156,240.7623,281.3391
184.3959,284.8168,175.2153,173.1193,237.2075,168.0240,246.3881,279.7215
181.2524,285.5882,165.3634,176.6345,236.8636,166.2074,252.7527,275.1611
184.6833,284.7532,164.3481,179.0100,235.8203,165.2654,256.1555,271.0085
192.1301,282.4890,188.9180,171.6690,248.3608,169.9460,251.5729,280.7660
204.1277,283.2156,181.5066,178.5932,236.0642,166.7969,258.6853,271.4194
213.4466,284.6961,186.3546,178.0211,232.6540,166.2625,259.7460,272.9375
203.0706,282.9176,194.4470,170.8118,240.0235,167.3059,248.6470,279.4118
206.3436,282.0129,197.2021,170.7916,241.2198,167.1737,250.3613,278.3950
213.6154,284.0769,191.0385,171.1923,237.3846,161.9231,259.9615,274.8077
215.5997,284.3465,186.0903,174.0744,236.2713,160.6457,265.7808,270.9178
208.4165,276.9983,196.9180,166.6127,260.1692,160.0240,271.6677,270.4096
206.4034,272.6895,190.6553,167.7017,257.7946,157.6308,273.5428,262.6186
206.0313,271.2567,176.3153,177.4168,240.8596,156.9778,270.5756,250.8177
208.6518,263.9581,188.0299,170.3663,251.3781,156.4082,272.0000,250.0000
212.8098,272.1234,186.9511,172.3830,245.4627,157.2134,271.3213,256.9537
220.6987,274.1843,191.3062,172.9434,244.1430,157.6036,273.5355,258.8445
222.7692,270.8461,201.9615,166.8077,248.6923,157.4615,269.5000,261.5000
223.1892,268.1351,205.7838,163.7027,252.3243,155.9459,269.7297,260.3784
237.9892,275.5034,205.1697,169.4713,250.1247,155.5567,282.9442,261.5887
249.2115,271.2268,206.9682,173.4001,249.2634,155.1363,291.5067,252.9630
238.0559,270.7908,210.7329,167.2510,256.0104,155.3028,283.3334,258.8426
231.3145,269.1256,214.0900,162.6472,260.8660,155.0805,278.0905,261.5589
230.0580,269.9932,216.8976,158.1297,263.1400,152.6895,276.3004,264.5529
263.5117,264.3470,217.6294,260.8176,225.6294,156.8176,271.5117,160.3470
264.2376,265.6237,219.1881,261.1188,229.4456,158.5446,274.4951,163.0495
260.5208,268.7659,217.1422,260.5033,237.0547,155.9629,280.4333,164.2254
260.1202,266.6953,218.2554,256.7275,241.7854,157.9013,283.6502,167.8691
263.9478,260.5245,222.5508,250.5585,244.5265,159.2749,285.9235,169.2408
272.8318,263.2930,227.9329,258.6483,237.7870,163.3918,282.6859,168.0365
233.1881,254.0887,231.1519,166.5313,281.1016,165.3697,283.1378,252.9270
234.1742,256.2216,227.0776,165.7390,282.5208,161.3905,289.6175,251.8732
234.1185,256.3425,225.9631,163.9150,288.0095,158.4403,296.1649,250.8678
236.0888,256.2130,229.2243,162.3982,291.7675,157.8219,298.6320,251.6367
241.0000,256.0000,241.0000,161.0000,296.0000,161.0000,296.0000,256.0000
245.7462,259.6628,226.3975,164.6783,283.8647,152.9720,303.2134,247.9565
253.0282,258.8115,230.9640,165.4630,281.8312,153.4399,303.8954,246.7884
260.0104,260.8394,235.5285,167.8083,283.2746,155.2435,307.7565,248.2746
253.0654,259.7979,245.2290,164.1944,291.9805,160.3623,299.8169,255.9659
251.0000,257.0000,251.0000,161.0000,296.0000,161.0000,296.0000,257.0000
258.0000,260.0000,258.0000,159.0000,299.0000,159.0000,299.0000,260.0000
260.0000,257.0000,260.0000,157.0000,301.0000,157.0000,301.0000,257.0000
261.0000,257.0000,261.0000,159.0000,304.0000,159.0000,304.0000,257.0000
264.0000,256.0000,264.0000,159.0000,307.0000,159.0000,307.0000,256.0000
266.0000,256.0000,266.0000,160.0000,309.0000,160.0000,309.0000,256.0000
272.9646,258.4691,266.6239,163.3584,311.0929,160.3938,317.4336,255.5044
272.0000,260.0000,272.0000,162.0000,315.0000,162.0000,315.0000,260.0000
314.8241,260.9897,270.5655,258.3862,276.6207,155.4483,320.8793,158.0518
313.8524,260.6229,268.4098,256.4918,277.9590,151.4508,323.4016,155.5819
317.9110,253.4041,270.8274,251.6603,274.4507,153.8315,321.5343,155.5754
267.0000,253.0000,267.0000,157.0000,324.0000,157.0000,324.0000,253.0000
274.4166,258.8952,263.3771,162.2998,318.4859,156.0016,329.5254,252.5971
334.7791,251.3447,264.7060,247.7816,269.2946,157.5404,339.3676,161.1034
264.0454,251.0441,262.6790,159.4973,336.7223,158.3922,338.0887,249.9390
263.4862,254.5848,253.7737,163.0089,328.7784,155.0538,338.4910,246.6297
267.6463,254.8171,257.4756,163.2805,329.2561,155.3049,339.4268,246.8414
271.2702,254.6467,264.2797,160.2756,330.3615,155.3806,337.3520,249.7517
276.0719,254.7413,274.6101,158.2635,330.6427,157.4145,332.1045,253.8924
280.2473,257.3287,274.5110,156.9422,323.5224,154.1416,329.2588,254.5281
282.4670,257.8333,276.0218,146.9755,315.8754,144.6584,322.3207,255.5162
280.7896,256.5815,275.5068,145.6425,315.1313,143.7556,320.4141,254.6946
280.7738,257.2489,275.7987,152.7715,315.4706,150.8824,320.4457,255.3597
285.9774,254.0634,273.6914,152.7041,314.4860,147.7593,326.7719,249.1186
281.4287,252.7166,276.5177,152.8598,318.3183,150.8040,323.2293,250.6609
279.1527,251.1641,277.4249,147.4929,321.3460,146.7609,323.0739,250.4321
313.9400,251.5414,276.7812,250.9115,278.5686,145.4503,315.7274,146.0802
310.7348,251.0387,275.2542,249.1713,280.6602,146.4558,316.1409,148.3232
276.5246,250.2660,275.4170,148.3650,312.9561,147.9570,314.0637,249.8580
279.1087,252.0276,274.7371,150.3876,313.7724,148.7087,318.1440,250.3487
281.6334,252.6066,274.7402,148.0611,314.3702,145.4481,321.2633,249.9936
279.4187,253.9100,268.1277,151.1618,313.2531,146.2030,324.5441,248.9512
325.9109,252.8911,274.5247,247.7525,284.3465,149.5347,335.7327,154.6733
274.5752,256.6283,267.7788,154.6814,320.1460,151.1902,326.9425,253.1372
319.0357,264.0860,271.4676,254.6976,292.4216,148.5306,339.9897,157.9190
316.4424,264.9996,273.2180,257.5185,292.2165,147.7490,335.4409,155.2302
318.4803,261.6259,277.4192,258.4055,286.0871,147.8892,327.1483,151.1097
316.0427,261.0517,278.3371,257.4607,289.2360,143.0225,326.9416,146.6135
307.0000,262.0000,273.9189,256.4865,293.2162,140.7027,326.2973,146.2162
311.2559,261.4009,274.2823,255.4852,292.1232,143.9797,329.0967,149.8955
311.4846,263.8945,273.2054,257.0777,293.3982,143.6873,331.6774,150.5042
312.0769,265.6154,271.8846,257.5769,294.6538,143.7308,334.8462,151.7693
314.9906,267.4776,270.1071,258.8698,291.6532,146.5225,336.5367,155.1303
271.0000,262.0000,271.0000,153.0000,320.0000,153.0000,320.0000,262.0000
322.6194,269.2529,268.5175,263.1569,280.6891,155.1339,334.7910,161.2299
325.5735,266.9532,269.5478,264.5521,274.1055,158.2046,330.1312,160.6057
323.4962,274.9296,269.4302,263.2951,292.4257,156.4334,346.4917,168.0678
274.0000,265.0000,274.0000,160.0000,330.0000,160.0000,330.0000,265.0000
328.3084,271.1483,274.4535,264.2941,288.1757,156.4769,342.0306,163.3311
276.0000,267.0000,276.0000,161.0000,331.0000,161.0000,331.0000,267.0000
278.0000,267.0000,278.0000,159.0000,328.0000,159.0000,328.0000,267.0000
280.1299,268.5106,274.4874,159.4231,317.7338,157.1862,323.3763,266.2737
280.3814,268.5989,274.7120,158.6128,312.6730,156.6561,318.3424,266.6422
276.6864,270.3199,275.5672,157.2815,311.9497,156.9213,313.0689,269.9597
310.3950,274.3292,274.8803,273.7828,276.6837,156.5644,312.1983,157.1108
310.3022,280.3585,274.7875,279.8121,276.6988,155.5800,312.2134,156.1264
279.2530,282.4103,276.9327,159.4352,311.9014,158.7754,314.2217,281.7505
278.0000,285.0000,278.0000,159.0000,315.0000,159.0000,315.0000,285.0000
313.9415,285.7850,274.4593,284.4905,278.6000,158.2000,318.0822,159.4945
273.2095,286.3109,270.9527,164.4453,315.9373,163.6123,318.1940,285.4779
299.1765,293.2941,253.5294,281.8824,283.6471,161.4118,329.2941,172.8235
270.6840,290.7669,264.0267,166.4986,310.7854,163.9936,317.4426,288.2620
269.3692,286.3539,261.2840,169.1183,308.1302,165.8876,316.2154,283.1231
266.0000,286.0000,266.0000,167.0000,310.0000,167.0000,310.0000,286.0000
269.1243,287.3619,262.9144,169.3729,303.2238,167.2514,309.4337,285.2404
270.1389,287.7505,264.1543,169.2548,299.6496,167.4622,305.6342,285.9579
272.2229,287.7195,262.4111,168.0155,297.5683,165.1338,307.3802,284.8377
263.0000,286.0000,263.0000,166.0000,296.0000,166.0000,296.0000,286.0000
261.7212,286.1708,260.6000,166.2000,294.9334,165.8791,296.0547,285.8499
291.9688,285.1860,257.2369,284.8455,258.4144,164.7394,293.1463,165.0799
286.7860,289.6712,251.9677,288.3573,256.6602,164.0060,291.4785,165.3199
283.9636,290.8092,250.6977,289.3107,256.2595,165.8405,289.5253,167.3390
281.9315,292.9735,249.2116,291.4517,255.0011,166.9768,287.7210,168.4986
250.0000,294.0000,250.0000,169.0000,284.0000,169.0000,284.0000,294.0000
248.0000,295.0000,248.0000,170.0000,284.0000,170.0000,284.0000,295.0000
282.1533,290.1899,243.8970,289.5922,245.7906,168.4030,284.0469,169.0008
279.4745,292.8669,240.8902,291.7321,244.5324,167.8980,283.1167,169.0328
244.0348,294.2810,237.5281,179.3286,276.7233,177.1100,283.2300,292.0624
238.0000,298.0000,238.0000,179.0000,278.0000,179.0000,278.0000,298.0000
234.0000,302.0000,234.0000,180.0000,277.0000,180.0000,277.0000,302.0000
276.7740,301.3997,228.9250,300.7783,230.4982,179.6429,278.3472,180.2643
229.1990,301.7099,224.1483,182.1768,273.5952,180.0876,278.6459,299.6206
228.3836,304.8300,220.3608,182.8842,271.3506,179.5296,279.3734,301.4755
228.7793,309.1286,217.9046,181.7399,269.0805,177.3712,279.9551,304.7599
230.0558,303.8706,213.8651,183.1766,264.1433,176.4320,280.3340,297.1259
232.5877,303.7854,210.7603,183.0072,256.6472,174.7144,278.4746,295.4926
230.3485,304.9603,208.5122,182.1312,253.7061,174.0967,275.5424,296.9258
222.5679,306.5883,207.8131,178.7139,253.2467,173.4715,268.0015,301.3460
216.8568,306.5662,207.2851,177.3493,253.4762,173.9277,263.0478,303.1446
217.0902,306.9918,205.4263,178.6885,250.3279,174.6066,261.9919,302.9098
209.9822,307.4673,205.5727,175.1809,251.1554,173.6615,255.5649,305.9478
245.8179,311.6409,200.3815,309.3691,207.0898,175.2045,252.5262,177.4763
204.0000,313.0000,204.0000,183.0000,249.0000,183.0000,249.0000,313.0000
246.7313,313.0178,199.6861,311.8704,202.8472,182.2646,249.8924,183.4120
246.5478,312.6624,196.6828,310.8816,201.2191,183.8650,251.0841,185.6459
244.0884,314.6796,191.6146,311.6288,199.0678,183.4341,251.5416,186.4850
246.3872,314.7720,191.6592,312.8848,196.1033,184.0036,250.8314,185.8907
192.0905,314.1688,188.4821,187.8719,244.2365,186.2790,247.8450,312.5758
194.2284,313.5623,186.2377,188.9079,242.6086,185.2943,250.5993,309.9488
196.2388,312.1760,178.0969,192.4399,232.4847,184.1993,250.6266,303.9354
198.8813,311.8557,172.4608,196.2661,227.8255,183.6114,254.2459,299.2009
203.2604,310.0813,168.9307,198.9185,225.2103,181.5380,259.5400,292.7009
183.1415,309.5477,176.2769,185.9846,231.3846,182.9231,238.2492,306.4861
181.8977,306.4060,180.3982,180.4476,232.6765,179.8253,234.1760,305.7836
181.0000,305.0000,181.0000,179.0000,233.0000,179.0000,233.0000,305.0000
184.1045,308.9709,180.7080,179.9024,231.3045,178.5709,234.7010,307.6394
185.4341,314.4649,178.4859,178.9751,229.6335,176.3522,236.5816,311.8420
188.4045,315.2472,175.6809,181.6494,228.4876,176.6202,241.2112,310.2180
204.5860,315.1843,171.0183,190.0683,223.7359,175.9246,257.3036,301.0405
192.5352,316.3601,175.0352,186.8601,228.1729,179.6794,245.6729,309.1794
194.6382,317.9249,179.2048,186.7406,228.4642,180.9454,243.8976,312.1297
203.3756,312.4195,177.1512,190.0390,225.3659,179.7073,251.5903,302.0878
195.4577,311.0049,181.1048,185.4166,232.9984,179.4859,247.3513,305.0741
221.1408,309.3744,163.1952,292.4736,197.0304,176.4672,254.9760,193.3680
228.3701,308.2705,176.9261,301.2951,193.6302,178.1024,245.0742,185.0779
230.7368,306.5618,180.6343,303.6712,187.9679,176.5559,238.0704,179.4464
184.5465,305.4385,182.8012,176.2865,232.4543,175.6155,234.1996,304.7676
184.1743,302.3381,180.2451,170.7091,232.4821,169.1498,236.4113,300.7787
184.7491,308.1681,156.7340,163.7830,220.6846,151.3747,248.6997,295.7598
181.2795,309.0960,161.0611,157.4585,223.4192,149.1441,243.6376,300.7816
178.1343,326.2016,162.3183,170.0184,230.0541,163.1591,245.8701,319.3422
174.1060,320.6927,161.1361,183.5817,232.7654,176.8060,245.7354,313.9169
183.0000,318.0000,183.0000,180.0000,242.0000,180.0000,242.0000,318.0000
181.0000,323.0000,181.0000,180.0000,241.0000,180.0000,241.0000,323.0000
188.3974,318.7488,181.2603,179.5764,229.3390,177.1108,236.4761,316.2833
188.5214,315.4742,175.6629,180.4607,226.0157,175.6652,238.8742,310.6787
182.0000,314.0000,182.0000,176.0000,229.0000,176.0000,229.0000,314.0000
226.5487,313.8613,178.8355,312.1872,183.6588,174.7249,231.3720,176.3990
225.4855,314.0481,178.5727,311.7596,185.2706,174.4522,232.1834,176.7407
177.4921,310.5866,174.9364,177.6935,228.7626,176.6584,231.3183,309.5515
215.3095,313.9736,162.1907,303.5808,187.8880,172.2390,241.0068,182.6318
183.2634,314.2489,172.3911,180.1575,223.8098,175.9884,234.6821,310.0798
178.1132,314.1861,174.4767,179.6358,226.3577,178.2336,229.9942,312.7839
225.2811,318.9713,173.6038,316.9042,179.0367,181.0815,230.7141,183.1486
220.5653,323.9180,167.9279,318.5876,182.0753,178.8811,234.7128,184.2115
218.8523,326.9059,164.2543,319.4913,183.5199,177.6262,238.1179,185.0407
217.5633,326.5399,160.7990,318.7349,179.8436,180.2285,236.6079,188.0336
217.6125,332.5128,160.1807,325.9700,176.5706,182.1030,234.0024,188.6459
216.7546,329.5386,155.2714,321.7559,172.8901,182.5684,234.3733,190.3510
215.5461,331.2371,154.3909,324.6848,169.9168,179.7768,231.0719,186.3292
218.6032,328.8885,154.6071,325.5640,162.1206,180.9284,226.1167,184.2529
154.0000,328.0000,154.0000,182.0000,216.0000,182.0000,216.0000,328.0000
154.1687,329.9357,148.0043,186.0999,207.6661,183.5429,213.8305,327.3787
152.2196,330.7543,141.9933,192.1316,198.9212,187.9321,209.1475,326.5547
149.6219,331.1684,144.1108,187.8804,200.9498,185.6942,206.4609,328.9822
197.6521,331.3945,141.6918,329.3219,147.1110,183.0041,203.0712,185.0767
185.6572,333.3297,137.1752,327.5837,154.7379,179.3985,203.2199,185.1445
180.3565,333.1538,134.6920,326.0790,157.7660,177.1469,203.4305,184.2216
180.4916,335.3505,133.8549,328.2745,156.3632,179.9241,203.0000,187.0000
180.5320,335.6398,135.0552,329.7928,153.5232,186.1530,199.0000,192.0000
180.4370,335.0891,129.9164,328.1334,149.5959,185.1980,200.1165,192.1537
179.9590,331.5728,127.4990,330.2043,131.0814,192.8804,183.5414,194.2489
126.1303,333.4673,124.8771,194.3614,178.7827,193.8758,180.0359,332.9816
122.2551,334.0318,119.7254,194.8960,178.5241,193.8269,181.0539,332.9627
118.6588,336.1285,113.3043,196.9114,175.7504,194.5096,181.1049,333.7267
117.7867,338.0497,110.9486,198.5515,175.3527,195.3945,182.1908,334.8926
116.8379,339.2558,109.6443,199.6988,175.0581,196.3269,182.2518,335.8840
117.0000,336.0000,117.0000,198.0000,183.0000,198.0000,183.0000,336.0000
117.0000,336.0000,117.0000,198.0000,183.0000,198.0000,183.0000,336.0000
118.2468,343.1323,102.8089,205.2934,167.9912,197.9930,183.4292,335.8319
119.4362,343.3096,102.1071,206.8435,167.1847,198.5797,184.5138,335.0458
119.0000,338.0000,119.0000,201.0000,184.0000,201.0000,184.0000,338.0000
119.0000,337.0000,119.0000,201.0000,181.0000,201.0000,181.0000,337.0000
121.0514,337.2081,117.9038,201.8627,176.9649,200.4892,180.1124,335.8346
122.1692,338.2990,115.2761,203.8833,171.5384,200.9980,178.4315,335.4138
123.2431,338.8363,111.8241,205.6151,166.0259,200.9692,177.4449,334.1904
124.1877,339.3785,116.6154,203.0769,167.9569,200.2246,175.5292,336.5262
172.7908,339.8806,124.8854,338.9593,127.5505,200.3760,175.4558,201.2972
171.5335,341.6614,125.0080,339.8004,130.5703,200.7428,177.0958,202.6038
172.7319,341.8694,126.9393,340.9154,129.8673,200.3723,175.6599,201.3263
171.5303,343.3870,127.1814,341.8309,132.0569,202.8792,176.4058,204.4353
131.0000,343.0000,131.0000,206.0000,174.0000,206.0000,174.0000,343.0000
133.0000,342.0000,133.0000,203.0000,177.0000,203.0000,177.0000,342.0000
175.8060,342.6692,133.0747,341.8923,135.5555,205.4465,178.2868,206.2234
137.0000,341.0000,137.0000,204.0000,177.0000,204.0000,177.0000,341.0000
178.8725,339.5232,136.7829,338.8098,139.0591,204.5094,181.1487,205.2228
138.0851,339.1658,136.6803,204.3055,178.6757,203.8680,180.0805,338.7284
137.1306,338.3573,135.0703,206.4989,179.0439,205.8119,181.1042,337.6703
137.1323,338.4667,135.0386,204.4682,179.9963,203.7657,182.0900,337.7643
136.3803,340.2215,130.7849,204.5347,178.6211,202.5620,184.2165,338.2488
136.5272,341.4380,129.6836,205.9352,178.4078,203.4744,185.2514,338.9772
135.3116,340.9054,131.4307,205.0734,181.3042,203.6484,185.1852,339.4804
135.2900,341.0061,131.3173,203.9473,182.1876,202.4728,186.1603,339.5316
135.3769,342.0036,131.4315,205.8860,183.2430,204.3842,187.1885,340.5018
135.7169,342.9046,128.0646,205.1631,180.5692,202.2462,188.2215,339.9877
135.1015,344.4213,125.3300,207.6193,179.5533,203.7462,189.3249,340.5482
